Final,Actions,RIN,Agency,Sub,Priority,Init,Finish,Reviews,Reviewed,Init_d,Finish_d,pages,comments
1,3,1512-AE26,TREAS,BATF,"Substantive, Nonsignificant",9/11/98,5/31/01,0,0,14133,15126,0,0
1,3,1512-AE37,TREAS,BATF,"Substantive, Nonsignificant",10/25/91,6/15/92,0,0,11620,11854,0,0
1,4,1512-AE44,TREAS,BATF,"Substantive, Nonsignificant",9/30/92,4/1/93,0,0,11961,12144,0,0
1,7,1512-AE53,TREAS,BATF,"Substantive, Nonsignificant",9/17/91,8/2/93,0,0,11582,12267,0,0
1,4,1512-AE54,TREAS,BATF,"Substantive, Nonsignificant",10/20/97,1/20/99,0,0,13807,14264,0,0
1,3,1512-AE57,TREAS,BATF,"Substantive, Nonsignificant",9/29/99,6/1/01,0,0,14516,15127,0,0
1,3,1512-AE74,TREAS,BATF,"Substantive, Nonsignificant",12/22/95,6/13/96,0,0,13139,13313,0,0
1,2,1512-AE79,TREAS,BATF,"Substantive, Nonsignificant",8/15/91,5/15/92,0,0,11549,11823,0,0
1,6,1512-AE80,TREAS,BATF,"Substantive, Nonsignificant",6/4/92,6/14/93,0,0,11843,12218,0,0
1,2,1512-AE94,TREAS,BATF,"Substantive, Nonsignificant",8/7/91,1/23/92,0,0,11541,11710,0,0
1,3,1512-AE96,TREAS,BATF,"Substantive, Nonsignificant",1/10/96,6/13/96,0,0,13158,13313,0,0
1,2,1512-AF11,TREAS,BATF,"Substantive, Nonsignificant",2/2/01,10/4/01,0,0,15008,15252,0,0
1,3,1512-AF12,TREAS,BATF,"Substantive, Nonsignificant",7/25/97,4/7/98,0,0,13720,13976,0,0
1,1,1512-AC86,TREAS,BATF,Info./Admin./Other,10/21/02,10/21/02,0,0,15634,15634,0,0
1,4,1512-AC32,TREAS,BATF,"Substantive, Nonsignificant",10/17/01,5/20/02,0,0,15265,15480,2,0
1,1,1512-AC36,TREAS,BATF,Info./Admin./Other,5/8/02,5/8/02,0,0,15468,15468,0,0
1,4,1515-AC56,TREAS,CUSTOMS,"Substantive, Nonsignificant",7/17/01,9/16/02,0,0,15173,15599,18,0
1,4,1515-AC57,TREAS,CUSTOMS,"Substantive, Nonsignificant",7/12/00,12/9/02,0,0,14803,15683,10,0
1,4,1515-AC59,TREAS,CUSTOMS,"Substantive, Nonsignificant",6/29/00,7/8/02,0,0,14790,15529,5,0
1,5,1515-AC67,TREAS,CUSTOMS,"Substantive, Nonsignificant",2/9/01,7/25/02,0,0,15015,15546,3,0
1,5,1515-AC78,TREAS,CUSTOMS,"Substantive, Nonsignificant",2/9/01,10/9/02,0,0,15015,15622,5,0
1,5,1515-AC82,TREAS,CUSTOMS,"Substantive, Nonsignificant",3/28/01,5/13/02,0,0,15062,15473,8,0
1,5,1515-AC83,TREAS,CUSTOMS,"Substantive, Nonsignificant",5/1/01,8/30/02,0,0,15096,15582,2,0
1,2,1515-AC86,TREAS,CUSTOMS,"Substantive, Nonsignificant",7/19/02,7/19/02,0,0,15540,15540,4,0
1,4,1515-AD01,TREAS,CUSTOMS,"Substantive, Nonsignificant",3/1/02,9/30/02,0,0,15400,15613,3,0
1,2,1515-AD09,TREAS,CUSTOMS,"Substantive, Nonsignificant",7/16/02,7/16/02,0,0,15537,15537,1,0
1,4,1515-AD11,TREAS,CUSTOMS,"Substantive, Nonsignificant",8/8/02,12/2/02,0,0,15560,15676,17,0
1,2,1515-AD12,TREAS,CUSTOMS,"Substantive, Nonsignificant",6/6/02,6/9/02,0,0,15497,15500,3,0
1,2,1515-AD16,TREAS,CUSTOMS,"Substantive, Nonsignificant",9/20/02,9/19/02,0,0,15603,15602,3,0
1,2,1515-AD17,TREAS,CUSTOMS,"Substantive, Nonsignificant",9/30/02,9/29/02,0,0,15613,15612,3,0
1,2,1545-AU76,TREAS,IRS,"Substantive, Nonsignificant",12/29/00,5/14/02,0,0,14973,15474,0,0
1,2,1545-AV82,TREAS,IRS,"Substantive, Nonsignificant",12/30/97,4/17/02,0,0,13878,15447,0,0
1,3,1545-AW48,TREAS,IRS,"Substantive, Nonsignificant",10/17/00,7/26/02,0,0,14900,15547,0,0
1,2,1545-AW64,TREAS,IRS,"Substantive, Nonsignificant",1/17/01,7/18/02,0,0,14992,15539,0,0
1,2,1545-AW67,TREAS,IRS,"Substantive, Nonsignificant",12/20/00,4/29/02,0,0,14964,15459,0,0
1,4,1545-AW86,TREAS,IRS,"Substantive, Nonsignificant",1/25/99,10/4/01,0,0,14269,15252,0,0
1,2,1545-AW88,TREAS,IRS,"Substantive, Nonsignificant",7/21/99,7/23/02,0,0,14446,15544,0,0
1,2,1545-AW98,TREAS,IRS,"Substantive, Nonsignificant",2/7/00,7/19/02,0,0,14647,15540,0,0
1,2,1545-AX15,TREAS,IRS,"Substantive, Nonsignificant",6/13/01,5/17/02,0,0,15139,15477,0,0
1,2,1545-AX56,TREAS,IRS,"Substantive, Nonsignificant",9/26/00,6/28/02,0,0,14879,15519,0,0
1,2,1545-AX66,TREAS,IRS,"Substantive, Nonsignificant",1/18/01,4/29/02,0,0,14993,15459,0,0
1,2,1545-AX75,TREAS,IRS,"Substantive, Nonsignificant",1/12/01,8/1/02,0,0,14987,15553,0,0
1,2,1545-AX94,TREAS,IRS,"Substantive, Nonsignificant",1/3/01,3/29/02,0,0,14978,15428,0,0
1,2,1545-AY02,TREAS,IRS,"Substantive, Nonsignificant",1/18/01,3/20/02,0,0,14993,15419,0,0
1,4,1545-AY05,TREAS,IRS,"Substantive, Nonsignificant",5/5/00,7/26/02,0,0,14735,15547,0,0
1,3,1545-AY13,TREAS,IRS,"Substantive, Nonsignificant",2/27/01,6/12/02,0,0,15033,15503,0,0
1,2,1545-AY31,TREAS,IRS,"Substantive, Nonsignificant",2/16/01,5/15/02,0,0,15022,15475,0,0
1,2,1545-AY45,TREAS,IRS,"Substantive, Nonsignificant",9/20/00,7/23/02,0,0,14873,15544,0,0
1,1,1545-AY56,TREAS,IRS,"Substantive, Nonsignificant",4/24/02,4/24/02,0,0,15454,15454,0,0
1,4,1545-AY60,TREAS,IRS,"Substantive, Nonsignificant",1/12/01,5/7/02,0,0,14987,15467,0,0
1,3,1545-AY66,TREAS,IRS,"Substantive, Nonsignificant",1/17/01,7/23/02,0,0,14992,15544,0,0
1,2,1545-AY68,TREAS,IRS,"Substantive, Nonsignificant",1/17/01,7/19/02,0,0,14992,15540,0,0
1,2,1545-AY69,TREAS,IRS,"Substantive, Nonsignificant",1/17/01,4/17/02,0,0,14992,15447,0,0
1,2,1545-AY70,TREAS,IRS,"Substantive, Nonsignificant",1/17/01,4/17/02,0,0,14992,15447,0,0
1,1,1545-BA55,TREAS,IRS,"Substantive, Nonsignificant",4/26/02,4/26/02,0,0,15456,15456,0,0
1,1,1545-BA56,TREAS,IRS,"Substantive, Nonsignificant",6/19/02,6/19/02,0,0,15510,15510,0,0
1,1,1545-BA62,TREAS,IRS,"Substantive, Nonsignificant",6/18/02,6/18/02,0,0,15509,15509,0,0
1,2,1545-BA68,TREAS,IRS,Routine and Frequent,3/1/00,4/25/02,0,0,14670,15455,0,0
1,1,1545-BA74,TREAS,IRS,"Substantive, Nonsignificant",5/31/02,5/31/02,0,0,15491,15491,0,0
1,1,1545-BA76,TREAS,IRS,"Substantive, Nonsignificant",5/31/02,5/31/02,0,0,15491,15491,0,0
1,2,1545-BA87,TREAS,IRS,"Substantive, Nonsignificant",3/1/83,7/22/02,0,0,8460,15543,0,0
1,7,1550-AB24,TREAS,OTS,"Substantive, Nonsignificant",7/12/00,8/9/02,0,0,14803,15561,39,0
1,3,1550-AB45,TREAS,OTS,"Substantive, Nonsignificant",3/15/01,5/10/02,0,0,15049,15470,6,0
1,3,1550-AB51,TREAS,OTS,"Substantive, Nonsignificant",4/25/02,9/26/02,0,0,15455,15609,17,0
1,6,1557-AB75,TREAS,OCC,"Substantive, Nonsignificant",1/26/00,6/16/03,0,0,14635,15872,17,0
1,6,1557-AB76,TREAS,OCC,"Substantive, Nonsignificant",2/2/00,7/1/02,0,0,14642,15522,15,0
1,4,1557-AB83,TREAS,OCC,"Substantive, Nonsignificant",10/26/01,5/14/02,0,0,15274,15474,3,0
1,4,1557-AB95,TREAS,OCC,"Substantive, Nonsignificant",4/9/01,10/1/02,0,0,15074,15614,1,0
1,5,1557-AC05,TREAS,OCC,"Substantive, Nonsignificant",1/30/02,6/19/02,0,0,15370,15510,3,0
1,4,1557-AC07,TREAS,OCC,"Substantive, Nonsignificant",4/25/02,6/1/02,0,0,15455,15492,2,0
1,4,2900-AI98,.,VA,"Substantive, Nonsignificant",12/9/97,6/24/02,1,1,13857,15515,4,0
1,4,2900-AK74,.,VA,"Substantive, Nonsignificant",7/10/01,7/17/02,0,0,15166,15538,2,0
1,2,2900-AL25,.,VA,"Substantive, Nonsignificant",12/27/01,7/31/02,0,0,15336,15552,2,0
1,4,2900-AJ77,.,VA,"Substantive, Nonsignificant",7/21/00,11/7/02,0,0,14812,15651,4,0
1,4,2900-AJ56,.,VA,Info./Admin./Other,9/27/01,8/29/02,2,1,15245,15581,7,0
1,6,2900-AF00,.,VA,Other Significant,5/2/91,8/30/02,3,1,11444,15582,11,0
1,6,2900-AG20,.,VA,"Substantive, Nonsignificant",9/22/93,11/7/02,3,1,12318,15651,2,0
1,4,2900-AH42,.,VA,Other Significant,3/4/02,11/27/02,2,1,15403,15671,2,0
1,4,2900-AI22,.,VA,"Substantive, Nonsignificant",2/24/97,9/23/02,2,1,13569,15606,5,0
1,4,2900-AI44,.,VA,"Substantive, Nonsignificant",11/2/01,8/26/02,2,1,15281,15578,4,0
1,4,2900-AJ80,.,VA,"Substantive, Nonsignificant",7/20/00,8/12/02,2,1,14811,15564,2,0
1,2,2900-AK43,.,VA,Info./Admin./Other,8/26/02,8/26/02,0,0,15578,15578,3,0
1,2,2900-AK46,.,VA,"Substantive, Nonsignificant",8/22/01,8/22/01,0,0,15209,15209,2,0
1,4,2900-AK67,.,VA,"Substantive, Nonsignificant",1/2/02,7/31/02,2,1,15342,15552,6,0
1,2,2900-AK95,.,VA,Other Significant,9/27/02,9/27/02,1,1,15610,15610,3,0
1,2,2900-AL02,.,VA,"Substantive, Nonsignificant",5/14/02,5/14/02,0,0,15474,15474,2,0
1,2,2900-AL10,.,VA,Info./Admin./Other,7/17/02,7/17/02,0,0,15538,15538,5,0
1,2,2900-AL19,.,VA,Other Significant,6/14/02,6/14/02,0,0,15505,15505,1,0
1,2,2900-AL21,.,VA,Other Significant,7/31/02,7/31/02,0,0,15552,15552,2,0
1,4,2900-AK32,.,VA,"Substantive, Nonsignificant",10/4/01,6/17/02,2,1,15252,15508,9,0
1,4,2900-AK38,.,VA,"Substantive, Nonsignificant",7/23/02,11/8/02,2,1,15544,15652,3,0
1,4,2900-AK50,.,VA,"Substantive, Nonsignificant",12/6/01,5/2/02,1,1,15315,15462,2,0
1,2,2900-AL18,.,VA,"Substantive, Nonsignificant",6/17/02,6/17/02,1,1,15508,15508,2,0
1,2,2040-AC90,EPA,WATER,Other Significant,12/27/00,10/17/02,2,1,14971,15630,54,0
1,2,2040-AD23,EPA,WATER,"Substantive, Nonsignificant",4/15/98,9/19/02,0,0,13984,15602,9,0
1,2,2040-AD78,EPA,WATER,"Substantive, Nonsignificant",6/18/02,8/27/02,0,0,15509,15579,0,0
1,2,2040-AD51,EPA,WATER,"Substantive, Nonsignificant",4/20/00,5/9/02,2,1,14720,15469,0,0
1,4,2050-AC62,EPA,SWER,Other Significant,10/22/91,7/17/02,5,1,11617,15538,122,0
1,2,2050-AE32,EPA,SWER,Other Significant,2/13/01,4/4/02,2,1,15019,15434,0,0
1,2,2050-AE69,EPA,SWER,Other Significant,11/28/00,7/24/02,2,1,14942,15545,23,0
1,2,2060-AK58,EPA,AR,Other Significant,1/16/02,8/8/02,0,0,15356,15560,0,0
1,2,2060-AF28,EPA,AR,Other Significant,9/11/98,4/11/02,3,1,14133,15441,61,0
1,2,2060-AH25,EPA,AR,"Substantive, Nonsignificant",5/23/00,6/10/02,4,1,14753,15501,15,0
1,2,2060-AH89,EPA,AR,"Substantive, Nonsignificant",5/26/00,4/11/02,0,0,14756,15441,22,0
1,3,2060-AE46,EPA,AR,"Substantive, Nonsignificant",4/20/98,6/12/02,0,0,13989,15503,3,0
1,2,2060-AF31,EPA,AR,"Substantive, Nonsignificant",3/23/01,4/5/02,0,0,15057,15435,30,0
1,2,2060-AG29,EPA,AR,"Substantive, Nonsignificant",10/18/00,7/9/02,0,0,14901,15530,38,0
1,2,2060-AG54,EPA,AR,"Substantive, Nonsignificant",12/22/00,7/23/02,0,0,14966,15544,0,0
1,2,2060-AG97,EPA,AR,"Substantive, Nonsignificant",7/18/00,6/10/02,0,0,14809,15501,38,0
1,2,2060-AH17,EPA,AR,"Substantive, Nonsignificant",10/2/00,2/27/02,0,0,14885,15398,17,0
1,3,2060-AI80,EPA,AR,"Substantive, Nonsignificant",9/15/99,12/27/00,0,0,14502,14971,0,0
1,2,2060-AH11,EPA,AR,"Substantive, Nonsignificant",8/28/00,6/11/02,0,0,14850,15502,54,0
1,2,2060-AH68,EPA,AR,"Substantive, Nonsignificant",12/6/00,7/12/02,0,0,14950,15533,32,0
1,2,2060-AH82,EPA,AR,"Substantive, Nonsignificant",12/8/00,7/10/02,0,0,14952,15531,8,0
1,3,2060-AJ43,EPA,AR,Other Significant,6/13/01,6/12/02,1,1,15139,15503,83,0
1,2,2060-AJ70,EPA,AR,"Substantive, Nonsignificant",10/5/01,8/6/02,0,0,15253,15558,10,0
1,6,2070-AD27,EPA,OPPTS,Other Significant,6/10/91,6/29/98,0,0,11483,14059,0,0
1,2,2090-AA30,EPA,AdmO,"Substantive, Nonsignificant",12/28/01,7/18/02,0,0,15337,15539,11,0
1,8,3014-AA16,.,ATBCB,Other Significant,2/3/93,9/3/02,3,1,12087,15586,89,0
1,6,3038-AB71,.,CFTC,"Substantive, Nonsignificant",10/4/01,9/13/02,0,0,15252,15596,0,0
1,4,3038-AB76,.,CFTC,"Substantive, Nonsignificant",10/4/01,9/13/02,0,0,15252,15596,0,0
1,4,3038-AB86,.,CFTC,"Substantive, Nonsignificant",8/30/01,6/24/02,0,0,15217,15515,0,0
1,6,3041-AC04,.,CPSC,"Substantive, Nonsignificant",2/19/02,11/1/02,0,0,15390,15645,0,0
1,4,3045-AA29,.,CNCS,Info./Admin./Other,4/17/02,9/27/02,1,1,15447,15610,10,0
1,3,3045-AA30,.,CNCS,Info./Admin./Other,4/17/02,9/27/02,1,1,15447,15610,2,0
1,3,3045-AA32,.,CNCS,"Substantive, Nonsignificant",3/26/02,7/9/02,0,0,15425,15530,6,0
1,4,3225-AA02,.,CSOSA,Other Significant,11/20/01,10/15/02,2,1,15299,15628,3,0
1,4,9000-AH96,.,FAR,"Substantive, Nonsignificant",5/25/99,7/29/02,0,0,14389,15550,5,0
1,4,9000-AI72,.,FAR,"Substantive, Nonsignificant",8/23/01,9/30/02,0,0,15210,15613,4,0
1,4,9000-AI90,.,FAR,"Substantive, Nonsignificant",9/11/00,5/15/02,0,0,14864,15475,4,0
1,4,9000-AJ01,.,FAR,"Substantive, Nonsignificant",12/19/00,7/29/02,0,0,14963,15550,3,0
1,5,9000-AJ12,.,FAR,"Substantive, Nonsignificant",5/2/01,5/15/02,0,0,15097,15475,2,0
1,5,9000-AJ19,.,FAR,"Substantive, Nonsignificant",8/15/01,7/29/02,0,0,15202,15550,2,0
1,4,9000-AJ22,.,FAR,"Substantive, Nonsignificant",10/18/01,9/30/02,0,0,15266,15613,3,0
1,2,9000-AJ37,.,FAR,"Substantive, Nonsignificant",4/30/02,5/15/02,0,0,15460,15475,1,0
1,3,3046-AA57,.,EEOC,Other Significant,3/1/00,5/21/02,2,1,14670,15481,4,0
1,8,3052-AB86,.,FCA,"Substantive, Nonsignificant",11/5/99,5/13/02,0,0,14553,15473,11,0
1,4,3052-AC02,.,FCA,"Substantive, Nonsignificant",10/22/01,5/8/02,0,0,15270,15468,8,0
1,4,3064-AB92,.,FDIC,"Substantive, Nonsignificant",12/18/01,6/13/02,0,0,15327,15504,5,0
1,4,3064-AC17,.,FDIC,"Substantive, Nonsignificant",12/6/00,7/1/02,0,0,14950,15522,12,0
1,4,3064-AC36,.,FDIC,"Substantive, Nonsignificant",4/9/01,10/1/02,0,0,15074,15614,0,0
1,2,3064-AC40,.,FDIC,"Substantive, Nonsignificant",7/25/02,8/26/02,0,0,15546,15578,13,0
1,2,3067-AD30,.,FEMA,"Substantive, Nonsignificant",8/9/02,10/1/02,0,0,15561,15614,2,0
1,5,1902-AC16,.,FERC,"Substantive, Nonsignificant",8/6/01,7/8/02,0,0,15193,15529,0,0
1,5,1902-AC22,.,FERC,"Substantive, Nonsignificant",10/19/01,4/17/02,0,0,15267,15447,0,0
1,2,1902-AC27,.,FERC,"Substantive, Nonsignificant",4/26/02,5/2/02,0,0,15456,15462,0,0
1,4,3069-AB10,.,FHFB,"Substantive, Nonsignificant",3/7/02,6/20/02,0,0,15406,15511,3,0
1,4,3069-AB16,.,FHFB,Other Significant,6/20/02,10/21/02,0,0,15511,15634,5,0
1,4,3072-AC19,.,FMC,"Substantive, Nonsignificant",3/21/02,7/15/02,0,0,15420,15536,0,0
1,4,3072-AC20,.,FMC,Other Significant,4/23/02,8/5/02,0,0,15453,15557,0,0
1,2,3090-AH53,.,GSA,"Substantive, Nonsignificant",9/4/02,1/1/02,0,0,15587,15341,2,0
1,2,3090-AH61,.,GSA,"Substantive, Nonsignificant",9/13/02,9/13/02,0,0,15596,15596,7,0
1,2,3090-AH62,.,GSA,"Substantive, Nonsignificant",5/15/02,6/5/02,0,0,15475,15496,5,0
1,2,3090-AH64,.,GSA,"Substantive, Nonsignificant",7/15/02,7/19/02,0,0,15536,15540,8,0
1,2,3090-AH65,.,GSA,"Substantive, Nonsignificant",9/1/02,9/9/02,0,0,15584,15592,4,0
1,2,3090-AH66,.,GSA,"Substantive, Nonsignificant",8/30/02,10/1/02,0,0,15582,15614,21,0
1,3,2700-AC44,.,NASA,"Substantive, Nonsignificant",10/29/01,7/10/02,0,0,15277,15531,31,0
1,1,2700-AC47,.,NASA,"Substantive, Nonsignificant",5/9/02,5/9/02,1,1,15469,15469,5,0
1,1,2700-AC54,.,NASA,Info./Admin./Other,7/18/02,7/18/02,0,0,15539,15539,2,0
1,4,3095-AA77,.,NARA,"Substantive, Nonsignificant",7/5/02,10/11/02,1,1,15526,15624,1,0
1,4,3095-AA93,.,NARA,"Substantive, Nonsignificant",2/6/02,7/24/02,2,1,15377,15545,7,0
1,4,3095-AB02,.,NARA,"Substantive, Nonsignificant",7/17/01,6/12/02,2,1,15173,15503,6,0
1,4,3095-AB06,.,NARA,Other Significant,9/11/01,6/10/02,0,0,15229,15501,6,0
1,4,3095-AB07,.,NARA,"Substantive, Nonsignificant",3/15/02,8/5/02,2,1,15414,15557,2,0
1,4,3095-AB08,.,NARA,"Substantive, Nonsignificant",4/15/02,6/27/02,0,0,15445,15518,2,0
1,4,3095-AB14,.,NARA,"Substantive, Nonsignificant",7/10/02,11/12/02,0,0,15531,15656,2,0
1,2,3095-AB15,.,NARA,Info./Admin./Other,7/22/02,7/22/02,0,0,15543,15543,2,0
1,2,3095-AB28,.,NARA,"Substantive, Nonsignificant",5/16/01,6/15/01,0,0,15111,15141,0,0
1,4,3095-AB29,.,NARA,"Substantive, Nonsignificant",7/17/01,6/12/02,0,0,15173,15503,0,0
1,3,3133-AC63,.,NCUA,"Substantive, Nonsignificant",3/20/01,4/24/02,0,0,15054,15454,0,0
1,3,3133-AC66,.,NCUA,"Substantive, Nonsignificant",12/20/01,4/24/02,0,0,15329,15454,0,0
1,5,3141-AA10,.,NIGC,Other Significant,6/22/01,6/17/02,0,0,15148,15508,9,0
1,7,3141-AA17,.,NIGC,Other Significant,4/27/99,7/12/02,0,0,14361,15533,0,0
1,5,3141-AA24,.,NIGC,Other Significant,11/27/00,6/27/02,0,0,14941,15518,56,0
1,4,3150-AG61,.,NRC,"Substantive, Nonsignificant",8/3/01,10/2/02,0,0,15190,15615,24,19
1,2,3150-AG80,.,NRC,"Substantive, Nonsignificant",5/6/02,6/5/02,0,0,15466,15496,10,0
1,4,3150-AG91,.,NRC,"Substantive, Nonsignificant",1/25/02,11/7/02,0,0,15365,15651,7,5
1,2,3150-AG95,.,NRC,Economically Significant,6/24/02,8/23/02,0,0,15515,15575,30,14
1,2,3150-AG96,.,NRC,"Substantive, Nonsignificant",9/11/02,10/11/02,0,0,15594,15624,4,0
1,4,3150-AH03,.,NRC,"Substantive, Nonsignificant",7/31/02,11/18/02,0,0,15552,15662,7,2
1,2,3150-AH04,.,NRC,"Substantive, Nonsignificant",7/15/02,7/15/02,0,0,15536,15536,0,0
1,7,2550-AA20,.,OFHEO,"Substantive, Nonsignificant",4/10/01,8/5/02,1,1,15075,15557,0,0
1,4,2550-AA22,.,OFHEO,"Substantive, Nonsignificant",6/21/02,9/30/02,0,0,15512,15613,9,0
1,3,3209-AA23,.,OGE,Other Significant,9/24/01,5/21/02,0,0,15242,15481,5,0
1,3,3206-AJ06,.,OPM,"Substantive, Nonsignificant",9/10/01,9/4/02,3,1,15228,15587,1,0
1,3,3206-AJ35,.,OPM,Routine and Frequent,1/23/02,9/3/02,0,0,15363,15586,2,0
1,4,3206-AJ60,.,OPM,Routine and Frequent,4/24/02,9/3/02,0,0,15454,15586,1,0
1,4,3206-AJ44,.,OPM,"Substantive, Nonsignificant",12/11/01,7/8/02,2,1,15320,15529,1,0
1,4,3206-AI92,.,OPM,"Substantive, Nonsignificant",4/12/00,7/15/02,2,1,14712,15536,1,0
1,4,3206-AJ40,.,OPM,"Substantive, Nonsignificant",11/9/01,6/3/02,2,1,15288,15494,10,0
1,3,3206-AJ41,.,OPM,"Substantive, Nonsignificant",11/9/01,6/3/02,2,1,15288,15494,10,0
1,4,3206-AJ36,.,OPM,"Substantive, Nonsignificant",9/26/01,6/18/02,2,1,15244,15509,3,0
1,4,1212-AA97,.,PBGC,"Substantive, Nonsignificant",3/27/02,7/22/02,0,0,15426,15543,2,0
1,4,3220-AB46,.,RRB,"Substantive, Nonsignificant",11/29/01,6/25/02,0,0,15308,15516,2,0
1,4,3235-AI08,.,SEC,"Substantive, Nonsignificant",10/4/01,11/4/02,0,0,15252,15648,0,0
1,4,3235-AI54,.,SEC,"Substantive, Nonsignificant",6/20/02,9/9/02,0,0,15511,15592,0,0
1,7,3235-AG94,.,SEC,"Substantive, Nonsignificant",2/25/98,4/7/99,0,0,13935,14341,0,0
1,4,3235-AI33,.,SEC,"Substantive, Nonsignificant",4/23/02,11/15/02,0,0,15453,15659,30,0
1,2,3235-AI62,.,SEC,"Substantive, Nonsignificant",8/29/02,9/3/02,0,0,15581,15586,8,0
1,4,3235-AH57,.,SEC,"Substantive, Nonsignificant",12/6/00,5/10/02,0,0,14950,15470,5,0
1,5,3235-AH81,.,SEC,"Substantive, Nonsignificant",11/15/01,7/26/02,0,0,15294,15547,7,0
1,2,3235-AI53,.,SEC,"Substantive, Nonsignificant",6/28/02,7/8/02,0,0,15519,15529,4,0
1,5,3235-AI22,.,SEC,"Substantive, Nonsignificant",10/4/01,9/13/02,0,0,15252,15596,0,0
1,4,3235-AI24,.,SEC,"Substantive, Nonsignificant",8/30/01,6/24/02,0,0,15217,15515,0,0
1,6,3235-AI32,.,SEC,"Substantive, Nonsignificant",10/4/01,9/13/02,0,0,15252,15596,0,0
1,4,3235-AI49,.,SEC,"Substantive, Nonsignificant",5/7/02,8/12/02,0,0,15467,15564,5,0
1,4,3235-AI50,.,SEC,"Substantive, Nonsignificant",6/10/02,10/15/02,0,0,15501,15628,12,0
1,3,3245-AE44,.,SBA,Other Significant,6/14/00,10/7/02,2,1,14775,15620,5,0
1,3,3245-AE71,.,SBA,"Substantive, Nonsignificant",3/12/02,7/18/02,0,0,15411,15539,8,0
1,5,3245-AE72,.,SBA,Other Significant,5/18/01,9/24/02,2,1,15113,15607,0,0
1,3,3245-AE88,.,SBA,"Substantive, Nonsignificant",5/17/02,10/22/02,0,0,15477,15635,3,0
1,4,3245-AE93,.,SBA,Other Significant,3/15/02,5/31/02,2,1,15414,15491,3,0
1,4,3245-AE95,.,SBA,Other Significant,3/15/02,7/1/02,2,1,15414,15522,7,0
1,4,0960-AF53,.,SSA,"Substantive, Nonsignificant",7/26/01,7/5/02,2,1,15182,15526,4,0
1,2,0960-AF76,.,SSA,Other Significant,6/28/02,6/28/02,1,1,15519,15519,2,0
1,4,2140-AA60,.,STB,Info./Admin./Other,9/24/01,6/21/02,0,0,15242,15512,0,0
1,2,2140-AA61,.,STB,Info./Admin./Other,8/28/02,9/27/02,0,0,15580,15610,0,0
1,2,2140-AA63,.,STB,"Substantive, Nonsignificant",9/11/02,9/30/02,0,0,15594,15613,0,0
1,3,0503-AA20,USDA,AgSEC,Other Significant,4/27/00,3/25/02,2,1,14727,15424,8,0
1,3,0560-AF41,USDA,FSA,"Substantive, Nonsignificant",7/22/99,2/15/02,1,1,14447,15386,2,0
1,4,0560-AF72,USDA,FSA,"Substantive, Nonsignificant",9/12/00,1/8/02,2,1,14865,15348,13,0
1,5,0560-AG17,USDA,FSA,Other Significant,6/19/00,3/26/02,2,1,14780,15425,8,0
1,4,0560-AG33,USDA,FSA,Other Significant,12/29/00,2/19/02,2,1,14973,15390,6,0
1,3,0560-AG37,USDA,FSA,"Substantive, Nonsignificant",3/15/01,1/16/02,0,0,15049,15356,2,0
1,1,0560-AG43,USDA,FSA,Other Significant,2/21/02,2/21/02,1,1,15392,15392,2,0
1,2,0560-AG61,USDA,FSA,Other Significant,3/1/02,3/20/02,0,0,15400,15419,3,0
1,1,0560-AG66,USDA,FSA,"Substantive, Nonsignificant",3/28/02,3/28/02,0,0,15427,15427,0,0
1,4,0563-AB79,USDA,FCIC,"Substantive, Nonsignificant",6/19/00,2/22/02,0,0,14780,15393,5,0
1,4,0572-AB60,USDA,RUS,"Substantive, Nonsignificant",1/9/01,2/4/02,0,0,14984,15375,4,0
1,1,0575-AC26,USDA,RHS,"Substantive, Nonsignificant",4/9/02,4/9/02,0,0,15439,15439,3,0
1,4,0579-AB06,USDA,APHIS,Other Significant,5/19/99,1/6/02,2,1,14383,15346,30,0
1,4,0579-AB17,USDA,APHIS,Other Significant,4/18/01,2/1/02,2,1,15083,15372,9,0
1,5,0579-AB27,USDA,APHIS,Other Significant,7/13/01,11/1/01,2,1,15169,15280,23,0
1,4,0579-AB28,USDA,APHIS,Other Significant,9/21/00,1/22/02,1,1,14874,15362,7,0
1,6,0579-AB33,USDA,APHIS,"Substantive, Nonsignificant",4/7/98,3/25/02,0,0,13976,15424,0,0
1,4,0580-AA79,USDA,GIPSA,"Substantive, Nonsignificant",1/2/02,4/22/02,0,0,15342,15452,6,0
1,4,0581-AB95,USDA,AMS,"Substantive, Nonsignificant",10/23/01,4/15/02,0,0,15271,15445,0,0
1,4,0581-AB99,USDA,AMS,"Substantive, Nonsignificant",8/13/01,1/1/02,0,0,15200,15341,3,0
1,4,0581-AC03,USDA,AMS,Other Significant,12/17/01,1/1/02,1,1,15326,15341,10,0
1,5,0581-AC07,USDA,AMS,"Substantive, Nonsignificant",4/13/01,11/22/01,0,0,15078,15301,2,0
1,3,0583-AC80,USDA,FSIS,"Substantive, Nonsignificant",7/17/97,8/6/01,0,0,13712,15193,3,0
1,4,0583-AC84,USDA,FSIS,Other Significant,4/26/01,3/22/02,1,1,15091,15421,7,0
1,3,0583-AC89,USDA,FSIS,"Substantive, Nonsignificant",10/16/01,1/24/02,0,0,15264,15364,4,0
1,3,0584-AC25,USDA,FNS,Other Significant,2/7/00,9/20/01,3,1,14647,15238,12,0
